EntityId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,D2020,D2030,D2040,D2050,D2060,D2070
2285,ROBSTOWN,MUNICIPAL,N,NUECES,N,2957,2897,2848,2843,2839,2839
2286,ROBY,MUNICIPAL,G,FISHER,N,121,118,116,115,114,114
2287,ROCKDALE,MUNICIPAL,G,MILAM,N,1159,1198,1222,1269,1317,1364
2288,ROCKPORT,MUNICIPAL,N,ARANSAS,N,1677,1680,1652,1649,1646,1646
2289,ROCKSPRINGS,MUNICIPAL,J,EDWARDS,N,295,289,284,284,283,283
2290,ROGERS,MUNICIPAL,G,BELL,N,172,177,183,192,202,213
2292,ROLLINGWOOD,MUNICIPAL,K,TRAVIS,N,384,379,376,375,376,378
2294,ROMAN FOREST,MUNICIPAL,H,MONTGOMERY,N,320,317,348,391,449,524
2296,ROSCOE,MUNICIPAL,G,NOLAN,N,200,204,205,211,217,222
2297,ROSE CITY,MUNICIPAL,I,ORANGE,N,86,87,87,89,90,91
2298,ROSEBUD,MUNICIPAL,G,FALLS,N,173,174,170,165,170,175
2299,ROSENBERG,MUNICIPAL,H,FORT BEND,N,4707,4823,4989,5205,5503,5873
2300,ROTAN,MUNICIPAL,G,FISHER,N,178,170,165,164,163,163
2302,ROWLETT,MUNICIPAL,C,DALLAS,Y,8691,9330,9209,9140,9121,9120
2302,ROWLETT,MUNICIPAL,C,ROCKWALL,Y,1179,1154,1139,1130,1128,1128
2303,ROXTON,MUNICIPAL,D,LAMAR,N,66,65,64,64,65,66
2304,ROYSE CITY,MUNICIPAL,C,COLLIN,Y,190,621,1338,2215,4199,4519
2304,ROYSE CITY,MUNICIPAL,C,ROCKWALL,Y,1028,1073,1226,2768,4641,5424
2304,ROYSE CITY,MUNICIPAL,D,HUNT,Y,43,52,64,82,108,146
2305,RULE,MUNICIPAL,G,HASKELL,N,89,86,84,85,86,88
2306,RUNAWAY BAY,MUNICIPAL,C,WISE,N,350,388,428,514,584,700
2307,RUNGE,MUNICIPAL,L,KARNES,N,231,232,228,227,216,216
2308,RUSK,MUNICIPAL,I,CHEROKEE,N,1019,1089,1162,1260,1371,1494
2309,RUSK RURAL WSC,MUNICIPAL,I,CHEROKEE,N,365,383,402,433,470,512
2310,SABINAL,MUNICIPAL,L,UVALDE,N,445,477,505,536,569,601
2311,SACHSE,MUNICIPAL,C,COLLIN,Y,1436,1420,1411,1406,1404,1403
2311,SACHSE,MUNICIPAL,C,DALLAS,Y,3743,3704,3680,3665,3660,3659
2312,SAGINAW,MUNICIPAL,C,TARRANT,N,3148,3503,3876,4059,4052,4051
2315,SALADO WSC,MUNICIPAL,G,BELL,N,1726,1863,2017,2182,2348,2514
2316,SAN AUGUSTINE,MUNICIPAL,I,SAN AUGUSTINE,N,519,508,500,499,498,498
2317,SAN BENITO,MUNICIPAL,M,CAMERON,N,3607,4053,4529,5088,5705,6346
2318,SAN DIEGO,MUNICIPAL,N,DUVAL,Y,724,746,765,791,813,832
2318,SAN DIEGO,MUNICIPAL,N,JIM WELLS,Y,186,196,205,217,229,240
2320,SAN FELIPE,MUNICIPAL,H,AUSTIN,N,231,263,298,341,389,443
2322,SAN JUAN,MUNICIPAL,M,HIDALGO,N,6152,7448,8782,10154,11561,12940
2323,SAN LEON MUD,MUNICIPAL,H,GALVESTON,N,373,408,435,462,489,516
2324,SAN MARCOS,MUNICIPAL,L,CALDWELL,Y,2,3,4,5,6,7
2324,SAN MARCOS,MUNICIPAL,L,HAYS,Y,11934,13941,16430,19485,23205,27655
2325,SAN PERLITA,MUNICIPAL,M,WILLACY,N,235,260,286,315,344,371
2326,SAN SABA,MUNICIPAL,K,SAN SABA,N,1138,1178,1174,1149,1175,1202
2327,SANDERSON,MUNICIPAL,E,TERRELL,N,202,202,200,199,199,199
2328,SANGER,MUNICIPAL,C,DENTON,N,1202,1452,1763,2119,2545,3034
2330,SANTA ANNA,MUNICIPAL,F,COLEMAN,N,157,155,150,150,149,149
2331,SANTA CLARA,MUNICIPAL,L,GUADALUPE,N,105,122,141,159,179,199
2332,SANTA FE,MUNICIPAL,H,GALVESTON,N,1695,1696,1717,1755,1810,1870
2333,SANTA ROSA,MUNICIPAL,M,CAMERON,N,295,325,358,400,448,498
2334,SARDIS-LONE ELM WSC,MUNICIPAL,C,ELLIS,N,3904,4793,5824,6338,6688,6686
2335,SAVOY,MUNICIPAL,C,FANNIN,N,88,92,94,98,106,115
2336,SCHERTZ,MUNICIPAL,L,BEXAR,Y,240,295,369,447,542,629
2336,SCHERTZ,MUNICIPAL,L,COMAL,Y,253,404,602,833,1121,1413
2336,SCHERTZ,MUNICIPAL,L,GUADALUPE,Y,6448,8454,9867,11273,12721,14146
2337,SCHULENBURG,MUNICIPAL,K,FAYETTE,N,735,821,878,927,970,1003
2338,SEABROOK,MUNICIPAL,H,HARRIS,N,1857,1842,1839,1852,1880,1913
2339,SEADRIFT,MUNICIPAL,L,CALHOUN,N,256,278,300,324,349,374
2340,SEAGRAVES,MUNICIPAL,O,GAINES,N,419,430,447,470,485,502
2341,SEALY,MUNICIPAL,H,AUSTIN,N,1380,1517,1671,1863,2086,2334
2342,SEBASTIAN MUD,MUNICIPAL,M,WILLACY,N,149,159,176,195,212,230
2343,SELMA,MUNICIPAL,L,BEXAR,Y,788,879,969,1056,1136,1211
2343,SELMA,MUNICIPAL,L,COMAL,Y,3,4,5,6,6,7
2343,SELMA,MUNICIPAL,L,GUADALUPE,Y,376,816,813,812,811,810
2344,SEMINOLE,MUNICIPAL,O,GAINES,N,2348,2571,2847,3160,3411,3675
2345,SEVEN POINTS,MUNICIPAL,C,HENDERSON,Y,331,380,430,543,641,747
2345,SEVEN POINTS,MUNICIPAL,C,KAUFMAN,Y,24,29,35,43,51,61
2346,SEYMOUR,MUNICIPAL,B,BAYLOR,N,496,481,471,470,469,469
2347,SHADY HOLLOW MUD,MUNICIPAL,K,TRAVIS,N,779,758,741,731,730,730
2348,SHADY SHORES,MUNICIPAL,C,DENTON,N,461,516,511,508,507,506
2349,SHALLOWATER,MUNICIPAL,O,LUBBOCK,N,422,464,507,558,610,662
2350,SHAMROCK,MUNICIPAL,A,WHEELER,N,350,353,357,369,383,398
2351,SHARON WSC,MUNICIPAL,D,UPSHUR,Y,143,145,146,154,161,169
2351,SHARON WSC,MUNICIPAL,D,WOOD,Y,298,291,280,285,287,290
2352,SHAVANO PARK,MUNICIPAL,L,BEXAR,N,1104,1234,1356,1476,1588,1692
2353,SHENANDOAH,MUNICIPAL,H,MONTGOMERY,N,1292,1667,1820,1923,2046,2203
2354,SHEPHERD,MUNICIPAL,H,SAN JACINTO,N,314,334,349,370,390,409
2355,SHERMAN,MUNICIPAL,C,GRAYSON,N,10543,10881,11928,13741,17732,24800
2356,SHINER,MUNICIPAL,P,LAVACA,N,485,475,467,462,462,462
2357,SHOREACRES,MUNICIPAL,H,HARRIS,N,332,327,327,328,333,337
2359,SIERRA BLANCA,MUNICIPAL,E,HUDSPETH,N,151,162,165,167,168,169
2360,SILSBEE,MUNICIPAL,I,HARDIN,N,893,881,869,864,869,875
2361,SILVERTON,MUNICIPAL,O,BRISCOE,N,126,123,120,119,119,119
2362,SIMONTON,MUNICIPAL,H,FORT BEND,N,105,119,151,176,198,216
2363,SINTON,MUNICIPAL,N,SAN PATRICIO,N,1409,1448,1463,1478,1495,1507
2365,SLATON,MUNICIPAL,O,LUBBOCK,N,746,726,712,711,718,726
2367,SMITHVILLE,MUNICIPAL,K,BASTROP,N,842,1074,1385,1817,2410,3201
2369,SNOOK,MUNICIPAL,G,BURLESON,N,184,195,201,209,216,221
2370,SNYDER,MUNICIPAL,F,SCURRY,N,2036,2263,2386,2570,2762,2963
2371,SOCORRO,MUNICIPAL,E,EL PASO,N,3176,3447,3716,4028,4365,4691
2372,SOMERSET,MUNICIPAL,L,BEXAR,N,221,240,259,279,300,319
2373,SOMERVILLE,MUNICIPAL,G,BURLESON,N,266,277,285,296,305,313
2374,SONORA,MUNICIPAL,F,SUTTON,N,1239,1317,1339,1359,1372,1380
2375,SOUR LAKE,MUNICIPAL,I,HARDIN,N,280,285,289,292,297,301
2376,SOUTH GRAYSON WSC,MUNICIPAL,C,COLLIN,Y,143,175,230,267,307,349
2376,SOUTH GRAYSON WSC,MUNICIPAL,C,GRAYSON,Y,408,424,478,495,511,526
2377,SOUTH HOUSTON,MUNICIPAL,H,HARRIS,N,1945,1932,1933,1963,2023,2091
2378,SOUTH NEWTON WSC,MUNICIPAL,I,NEWTON,Y,177,177,177,177,177,177
2378,SOUTH NEWTON WSC,MUNICIPAL,I,ORANGE,Y,100,104,107,109,111,112
2379,SOUTH PADRE ISLAND,MUNICIPAL,M,CAMERON,N,3228,3755,4292,4875,5478,6098
2380,SOUTH TAWAKONI WSC,MUNICIPAL,D,VAN ZANDT,N,400,432,455,484,513,539
2381,SOUTHERN MONTGOMERY COUNTY MUD,MUNICIPAL,H,MONTGOMERY,N,861,865,865,870,880,894
2382,SOUTHERN UTILITIES COMPANY,MUNICIPAL,D,SMITH,Y,2045,2272,2540,2876,3295,3798
2382,SOUTHERN UTILITIES COMPANY,MUNICIPAL,I,CHEROKEE,Y,480,513,546,592,644,701
2382,SOUTHERN UTILITIES COMPANY,MUNICIPAL,I,SMITH,Y,6234,6420,6638,6937,7294,7671
2383,SOUTHLAKE,MUNICIPAL,C,DENTON,Y,421,541,683,844,1032,1247
2383,SOUTHLAKE,MUNICIPAL,C,TARRANT,Y,11080,12324,14322,16334,18360,20395
2384,SOUTHMAYD,MUNICIPAL,C,GRAYSON,N,97,103,110,119,159,238
2385,SOUTHSIDE PLACE,MUNICIPAL,H,HARRIS,N,263,274,288,306,329,353
2386,SOUTHWEST FANNIN COUNTY SUD,MUNICIPAL,C,FANNIN,Y,381,405,425,447,533,628
2386,SOUTHWEST FANNIN COUNTY SUD,MUNICIPAL,C,GRAYSON,Y,178,259,338,431,585,766
2387,SOUTHWEST MILAM WSC,MUNICIPAL,G,BURLESON,Y,129,135,138,143,147,151
2387,SOUTHWEST MILAM WSC,MUNICIPAL,G,LEE,Y,48,53,55,56,56,57
2387,SOUTHWEST MILAM WSC,MUNICIPAL,G,MILAM,Y,1021,1055,1078,1121,1163,1204
2387,SOUTHWEST MILAM WSC,MUNICIPAL,G,WILLIAMSON,Y,297,363,448,541,649,762
2389,SPEARMAN,MUNICIPAL,A,HANSFORD,N,672,683,691,704,724,746
2390,SPLENDORA,MUNICIPAL,H,MONTGOMERY,N,180,190,222,265,322,394
2391,SPRING CREEK UD,MUNICIPAL,H,MONTGOMERY,N,645,689,715,773,851,877
2392,SPRING VALLEY,MUNICIPAL,H,HARRIS,N,1048,1117,1191,1272,1368,1472
2393,SPRINGTOWN,MUNICIPAL,C,PARKER,N,577,757,749,745,744,743
2394,SPUR,MUNICIPAL,O,DICKENS,N,178,173,171,170,170,170
2396,ST. HEDWIG,MUNICIPAL,L,BEXAR,N,346,379,410,443,476,507
2397,STAFFORD,MUNICIPAL,H,FORT BEND,Y,4238,4290,4383,4512,4678,4872
2397,STAFFORD,MUNICIPAL,H,HARRIS,Y,74,79,80,82,84,86
2398,STAMFORD,MUNICIPAL,G,HASKELL,Y,9,9,9,9,9,9
2398,STAMFORD,MUNICIPAL,G,JONES,Y,834,865,885,910,932,951
2399,STANLEY LAKE MUD,MUNICIPAL,H,MONTGOMERY,N,569,630,807,1047,1365,1765
2400,STANTON,MUNICIPAL,F,MARTIN,N,539,579,606,635,658,677
2401,"STEAM ELECTRIC POWER, ANDERSON",STEAM ELECTRIC POWER,I,ANDERSON,N,11306,13218,15549,18390,21853,25968
2402,"STEAM ELECTRIC POWER, ATASCOSA",STEAM ELECTRIC POWER,L,ATASCOSA,N,4807,6101,5997,7336,7672,7819
2403,"STEAM ELECTRIC POWER, BASTROP",STEAM ELECTRIC POWER,K,BASTROP,N,14000,16720,16720,16720,16720,16720
2404,"STEAM ELECTRIC POWER, BELL",STEAM ELECTRIC POWER,G,BELL,N,4220,4934,5804,6865,8157,9693
2405,"STEAM ELECTRIC POWER, BEXAR",STEAM ELECTRIC POWER,L,BEXAR,N,25215,29501,32275,35355,38775,42526
2406,"STEAM ELECTRIC POWER, BOSQUE",STEAM ELECTRIC POWER,G,BOSQUE,N,6188,7235,8510,10065,11961,14214
2407,"STEAM ELECTRIC POWER, BRAZOS",STEAM ELECTRIC POWER,G,BRAZOS,N,503,406,460,312,405,384
2409,"STEAM ELECTRIC POWER, CAMERON",STEAM ELECTRIC POWER,M,CAMERON,N,1523,1780,2094,2477,2944,3428
2410,"STEAM ELECTRIC POWER, CHAMBERS",STEAM ELECTRIC POWER,H,CHAMBERS,N,3536,4134,4863,5751,6834,7573
2411,"STEAM ELECTRIC POWER, CHEROKEE",STEAM ELECTRIC POWER,I,CHEROKEE,N,1790,2093,2462,2912,3460,3835
2412,"STEAM ELECTRIC POWER, COKE",STEAM ELECTRIC POWER,F,COKE,N,247,289,339,401,477,528
2413,"STEAM ELECTRIC POWER, COLLIN",STEAM ELECTRIC POWER,C,COLLIN,N,715,602,740,594,782,724
2414,"STEAM ELECTRIC POWER, CROCKETT",STEAM ELECTRIC POWER,F,CROCKETT,N,776,907,1067,1262,1500,1662
2415,"STEAM ELECTRIC POWER, DALLAS",STEAM ELECTRIC POWER,C,DALLAS,N,5000,5000,11066,11066,11066,11066
2416,"STEAM ELECTRIC POWER, DENTON",STEAM ELECTRIC POWER,C,DENTON,N,646,733,819,906,993,1088
2417,"STEAM ELECTRIC POWER, ECTOR",STEAM ELECTRIC POWER,F,ECTOR,N,9436,11031,12976,15347,18237,21672
2418,"STEAM ELECTRIC POWER, ELLIS",STEAM ELECTRIC POWER,C,ELLIS,N,698,1450,3741,5754,7878,10786
2419,"STEAM ELECTRIC POWER, EL PASO",STEAM ELECTRIC POWER,E,EL PASO,N,6937,8111,9541,11284,13410,15937
2420,"STEAM ELECTRIC POWER, FANNIN",STEAM ELECTRIC POWER,C,FANNIN,N,6363,11474,11910,12443,13092,13775
2421,"STEAM ELECTRIC POWER, FAYETTE",STEAM ELECTRIC POWER,K,FAYETTE,N,35702,35702,37802,44102,48602,53402
2422,"STEAM ELECTRIC POWER, FORT BEND",STEAM ELECTRIC POWER,H,FORT BEND,N,67762,79220,93191,110219,130977,156964
2423,"STEAM ELECTRIC POWER, FREESTONE",STEAM ELECTRIC POWER,C,FREESTONE,N,25000,25000,25000,28712,33963,40175
2424,"STEAM ELECTRIC POWER, FRIO",STEAM ELECTRIC POWER,L,FRIO,N,555,417,398,158,189,163
2426,"STEAM ELECTRIC POWER, GOLIAD",STEAM ELECTRIC POWER,L,GOLIAD,N,17080,17080,17080,17080,17080,17080
2427,"STEAM ELECTRIC POWER, GREGG",STEAM ELECTRIC POWER,D,GREGG,N,978,1143,1345,1591,1890,2094
2428,"STEAM ELECTRIC POWER, GRIMES",STEAM ELECTRIC POWER,G,GRIMES,N,31760,33160,34660,36660,39660,42905
2429,"STEAM ELECTRIC POWER, GUADALUPE",STEAM ELECTRIC POWER,L,GUADALUPE,N,5984,4941,5136,5585,7515,8371
2431,"STEAM ELECTRIC POWER, HARRIS",STEAM ELECTRIC POWER,H,HARRIS,N,23556,27540,32396,38316,45532,54106
2432,"STEAM ELECTRIC POWER, HARRISON",STEAM ELECTRIC POWER,D,HARRISON,N,19838,23193,27283,32268,38345,46625
2433,"STEAM ELECTRIC POWER, HASKELL",STEAM ELECTRIC POWER,G,HASKELL,N,336,393,462,547,650,720
2434,"STEAM ELECTRIC POWER, HAYS",STEAM ELECTRIC POWER,L,HAYS,N,730,965,1982,2708,3688,5023
2435,"STEAM ELECTRIC POWER, HENDERSON",STEAM ELECTRIC POWER,C,HENDERSON,N,4000,7000,8000,9000,10000,11000
2436,"STEAM ELECTRIC POWER, HIDALGO",STEAM ELECTRIC POWER,M,HIDALGO,N,14151,16545,19462,23018,27354,32507
2437,"STEAM ELECTRIC POWER, HOOD",STEAM ELECTRIC POWER,G,HOOD,N,5814,6796,7995,9456,11238,13354
2438,"STEAM ELECTRIC POWER, HUNT",STEAM ELECTRIC POWER,D,HUNT,N,12436,14539,17102,20228,24038,28564
2439,"STEAM ELECTRIC POWER, JACK",STEAM ELECTRIC POWER,C,JACK,N,2665,2879,3092,3305,3518,3745
2440,"STEAM ELECTRIC POWER, JEFFERSON",STEAM ELECTRIC POWER,I,JEFFERSON,N,13426,15696,18464,21838,25951,30839
2441,"STEAM ELECTRIC POWER, JOHNSON",STEAM ELECTRIC POWER,G,JOHNSON,N,7000,7000,7000,7000,7000,7000
2442,"STEAM ELECTRIC POWER, JONES",STEAM ELECTRIC POWER,G,JONES,N,333,294,396,364,484,518
2443,"STEAM ELECTRIC POWER, KAUFMAN",STEAM ELECTRIC POWER,C,KAUFMAN,N,8000,8000,8000,8000,8000,8000
2444,"STEAM ELECTRIC POWER, LAMAR",STEAM ELECTRIC POWER,D,LAMAR,N,8503,9941,11694,13831,16435,19529
2445,"STEAM ELECTRIC POWER, LAMB",STEAM ELECTRIC POWER,O,LAMB,N,17663,20651,24292,28731,34142,40391
2447,"STEAM ELECTRIC POWER, LIMESTONE",STEAM ELECTRIC POWER,G,LIMESTONE,N,22598,26420,31079,36758,43681,52033
2448,"STEAM ELECTRIC POWER, LLANO",STEAM ELECTRIC POWER,K,LLANO,N,2500,2500,2500,2500,2500,2500
2449,"STEAM ELECTRIC POWER, LUBBOCK",STEAM ELECTRIC POWER,O,LUBBOCK,N,4540,5308,6244,7385,8776,9906
2450,"STEAM ELECTRIC POWER, MCLENNAN",STEAM ELECTRIC POWER,G,MCLENNAN,N,6990,8914,9683,11155,11929,12756
2451,"STEAM ELECTRIC POWER, MARION",STEAM ELECTRIC POWER,D,MARION,N,1852,2165,2547,3012,3580,3967
2452,"STEAM ELECTRIC POWER, MATAGORDA",STEAM ELECTRIC POWER,K,MATAGORDA,N,105000,105000,105000,105000,105000,105000
2453,"STEAM ELECTRIC POWER, MILAM",STEAM ELECTRIC POWER,G,MILAM,N,32023,32023,32023,40989,40989,40989
2454,"STEAM ELECTRIC POWER, MITCHELL",STEAM ELECTRIC POWER,F,MITCHELL,N,4847,4670,4493,4317,4140,3994
2455,"STEAM ELECTRIC POWER, MONTGOMERY",STEAM ELECTRIC POWER,H,MONTGOMERY,N,8537,9981,11741,13886,16502,19611
2456,"STEAM ELECTRIC POWER, MOORE",STEAM ELECTRIC POWER,A,MOORE,N,200,0,0,0,0,0
2457,"STEAM ELECTRIC POWER, MORRIS",STEAM ELECTRIC POWER,D,MORRIS,N,43,50,59,69,82,91
2458,"STEAM ELECTRIC POWER, NACOGDOCHES",STEAM ELECTRIC POWER,I,NACOGDOCHES,N,6911,8079,9504,11241,13358,15874
2459,"STEAM ELECTRIC POWER, NEWTON",STEAM ELECTRIC POWER,I,NEWTON,N,14132,16522,19436,22987,27317,32463
2460,"STEAM ELECTRIC POWER, NOLAN",STEAM ELECTRIC POWER,G,NOLAN,N,13526,23916,23916,23916,23916,23916
2461,"STEAM ELECTRIC POWER, NUECES",STEAM ELECTRIC POWER,N,NUECES,N,15038,17582,20681,24461,29067,34541
2462,"STEAM ELECTRIC POWER, ORANGE",STEAM ELECTRIC POWER,I,ORANGE,N,4966,5805,6829,8077,9598,10637
2463,"STEAM ELECTRIC POWER, PALO PINTO",STEAM ELECTRIC POWER,G,PALO PINTO,N,4000,4000,4000,4000,4000,4000
2464,"STEAM ELECTRIC POWER, PARKER",STEAM ELECTRIC POWER,C,PARKER,N,260,260,260,260,260,260
2465,"STEAM ELECTRIC POWER, POTTER",STEAM ELECTRIC POWER,A,POTTER,N,25387,26804,28408,30011,34115,37669
2466,"STEAM ELECTRIC POWER, RED RIVER",STEAM ELECTRIC POWER,D,RED RIVER,N,489,572,673,796,946,1048
2467,"STEAM ELECTRIC POWER, ROBERTSON",STEAM ELECTRIC POWER,G,ROBERTSON,N,17461,30380,35512,46984,49133,51381
2468,"STEAM ELECTRIC POWER, RUSK",STEAM ELECTRIC POWER,I,RUSK,N,27458,32102,37762,44663,53074,63069
2469,"STEAM ELECTRIC POWER, SOMERVELL",STEAM ELECTRIC POWER,G,SOMERVELL,N,84817,84817,84817,84817,84817,84817
2470,"STEAM ELECTRIC POWER, TARRANT",STEAM ELECTRIC POWER,C,TARRANT,N,2448,4168,5000,5000,5000,5000
2472,"STEAM ELECTRIC POWER, TITUS",STEAM ELECTRIC POWER,D,TITUS,N,52423,61288,72096,85270,101329,120703
2474,"STEAM ELECTRIC POWER, TRAVIS",STEAM ELECTRIC POWER,K,TRAVIS,N,18500,22500,22500,23500,24500,26500
2475,"STEAM ELECTRIC POWER, VICTORIA",STEAM ELECTRIC POWER,L,VICTORIA,N,5530,30802,38202,54623,71720,71720
2476,"STEAM ELECTRIC POWER, WARD",STEAM ELECTRIC POWER,F,WARD,N,3779,4418,5196,6145,7303,8269
2477,"STEAM ELECTRIC POWER, WEBB",STEAM ELECTRIC POWER,M,WEBB,N,1298,1517,1784,2110,2508,2981
2478,"STEAM ELECTRIC POWER, WHARTON",STEAM ELECTRIC POWER,K,WHARTON,N,2751,2813,2888,2980,3091,3197
2479,"STEAM ELECTRIC POWER, WICHITA",STEAM ELECTRIC POWER,B,WICHITA,N,360,360,360,360,360,360
2480,"STEAM ELECTRIC POWER, WILBARGER",STEAM ELECTRIC POWER,B,WILBARGER,N,10000,10000,10000,10000,10000,10000
2481,"STEAM ELECTRIC POWER, WISE",STEAM ELECTRIC POWER,C,WISE,N,1494,1459,2254,2450,3298,3673
2482,"STEAM ELECTRIC POWER, YOAKUM",STEAM ELECTRIC POWER,O,YOAKUM,N,3718,4346,5113,6047,7186,8540
2483,"STEAM ELECTRIC POWER, YOUNG",STEAM ELECTRIC POWER,G,YOUNG,N,1730,2023,2379,2814,3344,3706
2484,STEAMBOAT MOUNTAIN WSC,MUNICIPAL,G,TAYLOR,N,410,413,417,422,429,435
2486,STEPHENVILLE,MUNICIPAL,G,ERATH,N,2659,2867,3047,3241,3448,3645
2487,STERLING CITY,MUNICIPAL,F,STERLING,N,276,282,281,281,281,281
2488,STINNETT,MUNICIPAL,A,HUTCHINSON,N,446,452,448,447,446,446
2489,STOCKDALE,MUNICIPAL,L,WILSON,N,384,462,539,610,679,742
2490,STRATFORD,MUNICIPAL,A,SHERMAN,N,470,498,510,524,536,546
2491,STRAWN,MUNICIPAL,G,PALO PINTO,N,137,144,147,152,156,159
2492,SUDAN,MUNICIPAL,O,LAMB,N,250,265,274,279,292,302
2493,SUGAR LAND,MUNICIPAL,H,FORT BEND,N,28173,30347,32045,33780,35292,36352
2494,SULLIVAN CITY,MUNICIPAL,M,HIDALGO,N,544,647,755,869,989,1107
2495,SUNBELT FWSD,MUNICIPAL,H,HARRIS,N,1693,1692,1701,1760,1854,1963
2496,SUNDOWN,MUNICIPAL,O,HOCKLEY,N,416,434,446,448,467,480
2497,SUNKO WSC,MUNICIPAL,L,KARNES,Y,34,35,35,33,31,31
2497,SUNKO WSC,MUNICIPAL,L,WILSON,Y,788,941,1107,1223,1278,1396
2498,SUNNYVALE,MUNICIPAL,C,DALLAS,N,2357,3332,4313,4968,5958,5957
2499,SUNRAY,MUNICIPAL,A,MOORE,N,504,562,626,695,770,847
2500,SUNRISE BEACH VILLAGE,MUNICIPAL,K,LLANO,N,74,72,70,68,68,68
2502,SWEENY,MUNICIPAL,H,BRAZORIA,N,540,525,513,508,509,511
2503,SWIFT WSC,MUNICIPAL,I,NACOGDOCHES,N,428,465,503,550,603,660
2504,TAFT,MUNICIPAL,N,SAN PATRICIO,N,464,470,469,475,480,484
2505,TAHOKA,MUNICIPAL,O,LYNN,N,478,488,478,472,494,505
2506,TALCO,MUNICIPAL,D,TITUS,N,70,76,82,91,101,111
2507,TALTY,MUNICIPAL,C,KAUFMAN,N,305,377,462,560,775,1289
2508,TATUM,MUNICIPAL,I,PANOLA,Y,65,75,81,87,92,96
2508,TATUM,MUNICIPAL,I,RUSK,Y,240,261,283,308,336,365
2509,TAYLOR,MUNICIPAL,G,WILLIAMSON,N,2840,3006,3241,3522,3869,4232
2510,TAYLOR LAKE VILLAGE,MUNICIPAL,H,HARRIS,N,657,651,643,642,647,653
2511,TCW SUPPLY INC,MUNICIPAL,A,HUTCHINSON,N,738,755,754,750,749,749
2512,TEAGUE,MUNICIPAL,C,FREESTONE,N,380,386,515,637,765,899
2513,TEMPLE,MUNICIPAL,G,BELL,N,19485,22186,25212,28415,31644,34842
2514,TENAHA,MUNICIPAL,I,SHELBY,N,227,238,248,259,271,283
2515,TERRELL HILLS,MUNICIPAL,L,BEXAR,N,1299,1276,1257,1247,1245,1245
2516,TEXAS CITY,MUNICIPAL,H,GALVESTON,N,7077,7522,7896,8270,8665,9037
2517,TEXLINE,MUNICIPAL,A,DALLAM,N,227,253,280,308,335,362
2518,THE COLONY,MUNICIPAL,C,DENTON,N,7762,8632,9106,9857,9844,9841
2519,THE HILLS,MUNICIPAL,K,TRAVIS,N,1449,1444,1441,1439,1438,1438
2520,THE WOODLANDS,MUNICIPAL,H,HARRIS,Y,3873,4150,4520,4800,5014,5177
2520,THE WOODLANDS,MUNICIPAL,H,MONTGOMERY,Y,23987,25132,26326,27820,30098,32896
2521,THORNDALE,MUNICIPAL,G,MILAM,Y,184,188,190,197,204,211
2521,THORNDALE,MUNICIPAL,G,WILLIAMSON,Y,1,1,1,1,1,1
2522,THORNTON,MUNICIPAL,G,LIMESTONE,N,70,68,66,65,65,65
2523,THRALL,MUNICIPAL,G,WILLIAMSON,N,89,95,105,116,130,145
2524,THREE RIVERS,MUNICIPAL,N,LIVE OAK,N,325,316,309,305,305,305
2525,THROCKMORTON,MUNICIPAL,G,THROCKMORTON,N,182,178,175,175,174,174
2526,TIKI ISLAND,MUNICIPAL,H,GALVESTON,N,243,241,240,241,241,242
2527,TIMPSON,MUNICIPAL,I,SHELBY,N,179,186,193,201,210,219
2528,TIOGA,MUNICIPAL,C,GRAYSON,N,119,124,131,139,444,608
2529,TOLAR,MUNICIPAL,G,HOOD,N,120,139,153,166,176,184
2530,TOM BEAN,MUNICIPAL,C,GRAYSON,N,222,245,268,297,359,538
2531,TOMBALL,MUNICIPAL,H,HARRIS,N,3210,3345,3474,3595,3714,3826
2532,TOOL,MUNICIPAL,C,HENDERSON,N,553,583,607,646,976,1300
2534,TRAIL OF THE LAKES MUD,MUNICIPAL,H,HARRIS,N,1043,1066,1066,1068,1073,1078
2535,TRAVIS COUNTY WCID #17,MUNICIPAL,K,TRAVIS,N,8451,10053,11017,11187,11479,11842
2536,TRAVIS COUNTY WCID #18,MUNICIPAL,K,TRAVIS,N,1123,1267,1407,1573,1725,1867
2537,TRAVIS COUNTY WCID #19,MUNICIPAL,K,TRAVIS,N,498,496,494,493,493,493
2538,TRAVIS COUNTY WCID #20,MUNICIPAL,K,TRAVIS,N,590,587,584,583,582,582
2539,TRENTON,MUNICIPAL,C,FANNIN,N,131,179,609,1041,1387,1733
2541,TRI-COUNTY SUD,MUNICIPAL,G,FALLS,Y,350,355,348,335,344,354
2541,TRI-COUNTY SUD,MUNICIPAL,G,LIMESTONE,Y,136,134,133,133,134,136
2541,TRI-COUNTY SUD,MUNICIPAL,G,MCLENNAN,Y,21,23,25,28,31,33
2541,TRI-COUNTY SUD,MUNICIPAL,G,ROBERTSON,Y,115,121,128,136,145,154
2542,TRINIDAD,MUNICIPAL,C,HENDERSON,N,91,86,83,83,93,111
2543,TRINITY,MUNICIPAL,H,TRINITY,N,337,349,341,326,340,355
2544,TRINITY BAY CONSERVATION DISTRICT,MUNICIPAL,H,CHAMBERS,N,2262,2637,3037,3488,3988,4518
2545,TRINITY RURAL WSC,MUNICIPAL,H,TRINITY,Y,528,555,550,529,551,577
